filename,property,len_characters,per_line,lines,tab_ratio,word_num,ratio_space,signle_chr,alpha_dig_num,methods_num,hex_num,comment_num,avg_comment,avg_argument,ratio_read,ratio_operator,var,return,function,term,length,else,new,null,prototype,type,typeof,Module,style,fn,com,document,class,url,text,title,src,ie,data,href,cn,window,if,name,location,www,link,contentStr,titleStr,WEA,images,true,false,js,Math,event,element,break,parentNode,jQuery,position,html,default
296_black.txt,1,2439,2439.0,1,0.0,1161,0.04018040180401804,62,252,2,0,0,0.0,1.5,0.07838070628768304,0.3152454780361757,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947_black.txt,1,22673,22673.0,1,0.0,9844,0.09945750452079566,303,1969,581,0,0,0.0,15.246127366609294,0.039618041446566436,0.023161316537992686,11,0,2,0,0,2,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1206_black.txt,1,16006,16006.0,1,0.0,7879,0.08109458952892665,312,1933,556,0,0,0.0,9.489208633093526,0.05229089986038837,0.029191521766721667,8,0,1,0,0,1,1,0,0,1,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405_black.txt,1,866,173.2,5,0.0,272,0.005773672055427252,3,30,9,42,0,0.0,2.2222222222222223,0.10661764705882353,0.24632352941176472,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1801_black.txt,1,786,196.5,4,0.0,240,0.005089058524173028,3,25,8,45,0,0.0,2.125,0.17916666666666667,0.24583333333333332,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
319_black.txt,1,17558,17558.0,1,0.0,4698,0.005296730834947033,531,1084,77,40,0,0.0,1.6623376623376624,0.06811409110259685,0.19710515112813964,47,40,58,0,5,4,2,1,0,2,2,0,0,0,1,2,0,5,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,1
633_black.txt,1,65829,65829.0,1,0.0,26177,0.15063269987391575,292,6860,1533,0,1,1.0,8.204827136333986,0.08793979447606677,0.04530694884822554,12,956,956,0,0,2,2,0,0,1,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1030_black.txt,1,748,187.0,4,0.0,231,0.0053475935828877,4,25,6,40,0,0.0,1.6666666666666667,0.21645021645021645,0.2554112554112554,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
639_black.txt,1,1682,35.041666666666664,48,0.0,454,0.07015457788347206,15,34,14,0,1,0.020833333333333332,5.857142857142857,0.23788546255506607,0.19823788546255505,19,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0
313_black.txt,1,33264,33264.0,1,0.0,10846,0.011964886964886965,961,2802,156,539,0,0.0,1.7115384615384615,0.08316430020283976,0.17066199520560577,318,49,73,0,21,6,3,6,0,3,3,0,0,0,1,0,0,16,0,0,0,1,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
1510_black.txt,1,46863,23431.5,2,0.0,15674,0.005974862898235281,1599,5704,281,399,0,0.0,2.2419928825622777,0.08045170345795585,0.1876993747607503,177,65,145,0,21,27,3,9,0,5,5,0,0,1,2,6,1,11,0,0,0,6,1,0,0,1,66,0,0,0,0,0,0,0,0,3,7,6,7,0,0,4,0,0,0,0,2
914_black.txt,1,28450,26.14889705882353,1088,0.0625,5853,0.08833040421792619,199,105,221,0,40,0.03676470588235294,5.665158371040724,0.26704254228600716,0.09243123184691611,83,10,75,0,13,30,12,10,0,9,9,0,0,1,3,19,8,88,0,0,0,8,3,2,0,2,73,8,2,0,0,0,0,0,0,4,9,38,7,0,0,3,0,0,0,0,5
1726_black.txt,1,670,223.33333333333334,3,0.0,197,0.005970149253731343,3,23,6,39,0,0.0,1.6666666666666667,0.1065989847715736,0.30456852791878175,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125_black.txt,1,13726,13726.0,1,0.0,6857,0.040725630190878624,428,1377,4,0,1,1.0,2.0,0.07145982207962666,0.3339652909435613,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1456_black.txt,1,67724,67724.0,1,0.0,36865,0.026120725296792865,1602,6410,13,0,1,1.0,0.23076923076923078,0.05425200054252,0.5392377593923776,40,0,0,0,0,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
255_black.txt,1,18898,18898.0,1,0.0,4695,0.0048682400253995135,518,1086,77,42,0,0.0,1.6623376623376624,0.06922257720979766,0.19680511182108626,47,40,58,0,5,4,2,1,0,2,2,0,0,4,0,2,0,5,1,0,0,3,0,0,2,1,15,0,0,0,0,0,0,0,0,0,0,16,5,0,0,1,0,0,0,0,1
1984_black.txt,1,7065,1009.2857142857143,7,0.0,233,0.0016985138004246285,3,7,2,0,1,0.14285714285714285,11.5,0.08583690987124463,0.8755364806866953,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
549_black.txt,1,687,229.0,3,0.0,195,0.005822416302765648,3,20,6,49,0,0.0,1.6666666666666667,0.18461538461538463,0.2717948717948718,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
580_black.txt,1,33884,33884.0,1,0.0,11057,0.006669814661787274,1259,2749,160,662,0,0.0,1.60625,0.05408338609025956,0.1522112688794429,145,50,72,0,19,6,2,5,0,4,4,0,0,1,1,0,1,19,0,0,0,1,1,0,0,1,30,0,0,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,1
1383_black.txt,1,53865,53865.0,1,0.0,26001,0.20087255174974472,307,5196,12,0,1,1.0,1.4166666666666667,0.015268643513711011,0.33591015730164225,14,0,0,0,0,1,1,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1660_black.txt,1,13886,13886.0,1,0.0,6920,0.04025637332565173,388,1412,6,0,1,1.0,0.8333333333333334,0.06979768786127168,0.3352601156069364,10,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
